1,ESPANHA,Davide Salvado,Tirioni ou canção de cardadores,https://vimeo.com/47957582,"### 1. AUDIO TRANSCRIPTION:

""Carda carda, carda i laia,
laia laia carda carda.
Telas pulas tam bringadas,
va o cardar e cardo o doi.
Tirioni o, Tirioni o, Tirioni, Tirioni o, Tirioni o,
Tirioni o, Tirioni o, Tirioni, Tirioni o, Tirioni o.
Esdiu garden dose mejas,
que i una pedra do vella,
un de sesenta mossos,
a peinar as vellas.
Tirioni o, Tirioni o, Tirioni, Tirioni o, Tirioni o,
Tirioni o, Tirioni o, Tirioni, Tirioni o, Tirioni o.
Esdiu garden dose mejas,
que i una pedra do vella.
Un de sesenta mossos,
cando vén a derronda.
Tirioni o, Tirioni o, Tirioni, Tirioni o, Tirioni o,
Tirioni o, Tirioni o, Tirioni, Tirioni o, Tirioni o,
Tirioni o, Tirioni o, Tirioni, Tirioni o, Tirioni o,
Tirioni o, Tirioni o, Tirioni, Tirioni o, Tirioni o.""

---

### 2. VISUAL DESCRIPTION:

O vídeo apresenta um cenário rural sereno, com casas tradicionais de pedra e telhados de telha avermelhada dispostas sobre uma encosta montanhosa. Em primeiro plano, dois homens estão sobre uma superfície de cimento, possivelmente um terraço.

*   **O artista à esquerda:** É um homem com barba curta e cabelo escuro despenteado. Veste uma camisa de botões de cor clara, com as mangas dobradas, e calças de ganga cinzentas com rasgos nos joelhos. Calça sandálias de couro. Ele segura uma *pandeireta* (pandeiro quadrado tradicional) que toca ativamente enquanto canta, mantendo uma postura ereta e focada na performance.
*   **O artista à direita:** É um homem de compleição física média e cabelo curto escuro. Veste uma t-shirt de manga curta azul-escura e calças bege de corte descontraído. Está descalço. Toca uma sanfona (acordeão diatónico) de cor castanha e detalhes metálicos, acompanhando o ritmo com o corpo.
*   **Ambiente:** O fundo revela uma paisagem campestre verdejante, com vinhas dispostas em socalcos na encosta e vegetação densa. O céu apresenta-se nublado, sugerindo um clima fresco e típico de uma região serrana.
*   **Texto no ecrã:** No canto inferior esquerdo, pode ler-se o seguinte texto: ""A MÚSICA PORTUGUESA A GOSTAR DELA PRÓPRIA"". O texto inclui uma pequena silhueta de um coração branco entre as duas primeiras linhas."
2,ESPANHA,Fillos de Pepe a Loba,Galicia,https://vimeo.com/56593545,"### 1. AUDIO TRANSCRIPTION:

Ai, arrieiriño do viño,
levamos boi sa beber,
ai, pola nai que te pariu,
volverás mozo a traxere,
ai, pola nai que te pariu,
ai, pola nai que te pariu,
volverás mozo a traxere.

Ai, cando poñas bois a carro,
sempre dijos dios mediante,
ai, collun unha vara na mán,
e i marello para diante,
ai, collun unha vara na mán,
ai, collun unha vara na mán,
e i marello para diante.

Ai, e manoví vida verse,
de la base a la lavada,
sobe un nino a entela,
co mo de la puia dada,
ai, le le le, ai le le le le le le,
ai, le le le, ai le le le le le le.

Ai, leva pola moita,
leva lle redor,
mira que non hai dolo,
le vo belador,
le vo belador,
le vo belador,
ai, leva pola moita,
ai, leva lle redor.

Antes culpas de non poida,
nin tampouco tus hermanos,
o de en vivo de nos todos,
morena da man.
Ai, le le le, ai le le le le le le,
ai, le le le, ai le le le le le le.

Ai, non quero té,
nin quero café,
damos un baso de lola,
a ver que bue,
a ver que bue,
a ver que bue,
ai, non quero té,
nin quero café.

Ai, etú a porta estamos,
o valente que te queremos,
ai, es do dio que queira,
os dous somos os marcaremos,
ai, le le le, ai le le le le le le,
ai, le le le, ai le le le le le le.

Ai, le le le, le le le le le,
ai, le le le, le le le le le,
ai, le le le, le le le le le,
ai, le le le, le le le le le.

Ai, castusa por ti castusa,
a abandonarei a mis padres,
ai, a coramos polos mundos,
os castusa, si non me vales,
ai, le le le, ai le le le le le le,
ai, le le le, ai le le le le le le.

Ai, le le le, le le le le le,
ai, le le le, le le le le le,
ai, le le le, le le le le le,
ai, le le le, le le le le le.

### 2. VISUAL DESCRIPTION:

O vídeo apresenta três jovens rapazes sentados lado a lado num sofá antigo, colocado no meio de uma área florestal arborizada. O cenário é natural, com árvores altas que criam um ambiente rústico e sereno. O solo é coberto por vegetação baixa e fetos.

Os três rapazes estão sentados numa posição estável, mantendo uma postura ereta e focada. As suas expressões faciais demonstram concentração e entusiasmo enquanto tocam música. Todos eles seguram o mesmo tipo de instrumento: um pandeiro tradicional de madeira. Eles tocam os instrumentos com ritmo, acompanhando a melodia com movimentos coordenados das mãos e pulsos.

Quanto ao vestuário:
- O rapaz à esquerda veste uma t-shirt de riscas horizontais azuis e brancas, calções e sapatilhas de cores vivas (amarelo e verde).
- O rapaz ao centro veste uma t-shirt cinzenta com o desenho de um monstro e a palavra ""SURFING"" estampada, calções de ganga e ténis claros.
- O rapaz à direita veste uma t-shirt branca com um grafismo colorido no peito, calções e calçado desportivo.

Os rapazes mantêm um contacto visual entre si ocasionalmente, o que reforça a natureza colaborativa da sua performance musical. Não há qualquer tipo de texto escrito ou elementos gráficos sobrepostos no ecrã durante a filmagem.

No text on screen."
1,ESPANHA,Davide Salvado,Tirioni ou canção de cardadores,https://vimeo.com/47957582,"Aqui está a análise detalhada do vídeo:

### 1. ÁUDIO: TRANSCRIÇÃO
Carda, carda e carda, 
e lana, e lana,
cardais, cardadores.

Pelas pulvas tan brigadas,
vai o cardador.

Tirioní, tirioní, tirioní,
Tirioní, tirioní, tirioná.
Tirioní, tirioní, tirioní,
Tirioní, tirioná.

Desde un garda doce reixas,
ten unha pedra redonda.

Onde se sentan os mozos,
a peinar as grandes velas.

Tirioní, tirioní, tirioní,
Tirioní, tirioní, tirioná.
Tirioní, tirioní, tirioní,
Tirioní, tirioná.

Desde un garda doce reixas,
ten unha pedra redonda.

Onde se sentan os mozos,
a peinar as grandes velas.

Tirioní, tirioní, tirioní,
Tirioní, tirioní, tirioná.
Tirioní, tirioní, tirioní,
Tirioní, tirioná.

Tirioní, tirioní, tirioní,
Tirioní, tirioní, tirioná.
Tirioní, tirioní, tirioní,
Tirioní, tirioná.

### 2. DESCRIÇÃO VISUAL (PT-PT)

**Cenário e Ambiente:**
O vídeo decorre ao ar livre, num terraço de cimento com um parapeito, sob um céu nublado. Ao fundo, observa-se uma paisagem rural composta por campos de cultivo verdejantes, pequenas vinhas e encostas montanhosas. Vê-se um aglomerado de casas com telhados de telha avermelhada, típicas de uma aldeia.

**Os Músicos:**
- **O músico da esquerda (Davide Salvado):** É um homem jovem, com barba curta e cabelo escuro despenteado. Mantém uma postura firme, mas relaxada, movendo-se ligeiramente ao ritmo da música. Toca um pandeiro quadrado de madeira que segura com as duas mãos, percutindo-o com precisão. Veste uma camisa de manga curta de cor clara, jeans cinzentos justos e sandálias castanhas. Usa um colar com um pendente.
- **O músico da direita:** É um homem de compleição mais robusta, de cabelo curto e escuro. Exibe uma expressão concentrada enquanto toca um acordeão diatónico. Veste uma t-shirt azul-marinho de manga curta, calças de tecido bege de corte largo e sandálias castanhas.

**Instrumentos:**
Os músicos utilizam dois instrumentos tradicionais: um pandeiro quadrado de pele e moldura de madeira, e um acordeão diatónico. Ambos os instrumentos são acústicos e de aspeto tradicional.

**Texto no Ecrã:**
No canto inferior esquerdo do ecrã, durante todo o vídeo, encontra-se a seguinte inscrição:
""A MÚSICA PORTUGUESA A GOSTAR DELA PRÓPRIA""
(O texto inclui um pequeno coração estilizado entre ""MÚSICA"" e ""PORTUGUESA"")."
2,ESPANHA,Fillos de Pepe a Loba,Galicia,https://vimeo.com/56593545,"Aqui está a análise detalhada do vídeo:

### 1. AUDIO TRANSCRIPTION:

Ai, Arrieiriño do miño,
Levamos moito bebeder
Ai, por la nai que te pariu
Volverás mozas a traer

Ai, por la nai que te pariu
Ai, por la nai que te pariu
Volverás mozas a traer

Ai, cando poñas vou socarron
Sempre dijo Dios mediante

Ai, co unha barana na mán
Hei marelo para diante

Ai, co unha barana na mán
Ai, co unha barana na mán
E ai marelo para diante

E ai, a nosa vida é ver-se
De lavarse nas lavadas
So e ben mirado dela
Somo delas un ballada

Ai le, le, le, ai le, le, le, le, le
Ai le, le, le, ai le, le, le, le, le

Hei, mais pola bolsa
Hei, mais derredor
Mirade que non hai dole
Vou bailando levo bailador
Levo bailador, levo bailador
Ai mais pola bolsa, ai mais derredor

Antes, as panderetas non quedas
Nin tampouco tus hermanas
Pon en cima de nos todos
Morena, dáme as mán

Ai le, le, le, ai le, le, le, le, le
Ai le, le, le, ai le, le, le, le, le

Ai, nun quero tener
Nin quero facer
Da nun pasulola
A ver se vue, a ver se vue, a ver se vue

Ai, nun quero tener
Nin quero facer

Ai, e tu aporta estamos
E valentes que te queremos
Ai, a sorte de dios que queira
Dos os nosos logos marcharemos

Ai le, le, le, ai le, le, le, le, le
Ai le, le, le, ai le, le, le, le, le

Ai le, le, le, ai le, le, le, le, le
Ai le, le, le, ai le, le, le, le, le

E caltusa, portijonusa
Ai abandona de a mis padres
Ai, a choramos por los mundos
Ai, chantusa e non me vale

Ai le, le, le, ai le, le, le, le, le
Ai le, le, le, ai le, le, le, le, le

Ai le, le, le, ai le, le, le, le, le
Ai le, le, le, ai le, le, le, le, le

### 2. VISUAL DESCRIPTION:

O cenário do vídeo é um bosque com árvores altas e densas, o que sugere um ambiente rural natural. No centro, há um sofá estofado antigo, com um padrão floral desbotado, colocado sobre um solo coberto por vegetação baixa e samambaias.

Três rapazes estão sentados lado a lado no sofá, ocupando todo o espaço. Eles têm a mesma faixa etária e demonstram entusiasmo e coordenação ao cantar. O rapaz à esquerda veste uma camisa de listras horizontais azul-marinho e branca e calções de ganga azuis. O rapaz ao centro veste uma t-shirt cinzenta com um desenho de um videojogo antigo (estilo pixel art) e a palavra ""SURFING"" estampada, acompanhada por calções beges. O rapaz à direita usa uma t-shirt branca com um gráfico colorido na frente e calções de ganga azuis. Todos usam sapatilhas.

Cada um dos três rapazes segura uma pandeireta. Eles tocam os instrumentos de forma rítmica, batendo na pele do tambor e agitando as platinas metálicas, sincronizando os movimentos com a música. As suas expressões faciais são alegres e focadas, por vezes olhando um para o outro enquanto cantam e tocam. O vídeo apresenta movimentos de câmara suaves, focando alternadamente no grupo inteiro e em planos mais próximos dos rostos e das mãos que tocam os instrumentos. A iluminação é natural, filtrada pelas folhas das árvores, criando sombras suaves.

No que diz respeito a texto no ecrã: No canto superior esquerdo, aparece um temporizador digital do vídeo (""00:00"" até ""05:25""). Não existe qualquer outro texto escrito no vídeo."
7639,ESPANHA,Baile espontâneo,Jota,https://vimeo.com/995398497,"1. AUDIO TRANSCRIPTION:
Instrumental - no lyrics spoken or sung.

2. VISUAL DESCRIPTION:
O vídeo retrata uma cena noturna ao ar livre, sob uma tenda branca iluminada por cordões de luzes, num ambiente que parece uma festa tradicional ou festival de folclore. O chão, que parece ser de asfalto, reflete a iluminação e as figuras das pessoas. Vários participantes estão presentes, vestindo roupas informais como calças de ganga, t-shirts e camisolas de manga comprida.

Em destaque, um homem com barba, vestindo uma camisola rosa-velho e calções pretos, lidera uma dança, movendo-se com energia, saltando e levantando os braços ritmicamente. Ele dança frequentemente de frente para uma mulher que veste uma camisola preta com um desenho estampado, calças de ganga azuis e usa um lenço aos quadrados ao pescoço. Ambos dançam de mãos dadas ou a imitar os gestos um do outro, seguindo o compasso da música. Outras pessoas, incluindo um homem de t-shirt verde com o logótipo ""C.O.M.S.O"" e outros indivíduos, observam ou acompanham a dança em volta. Observa-se também um homem de barba, usando uma t-shirt vermelha e uma camisola preta atada à cintura. O grupo demonstra alegria, rindo e interagindo de forma descontraída. Não são visíveis instrumentos musicais nas mãos dos participantes, embora a música seja predominante.

Texto no ecrã (canto inferior direito):
""LA MÚSICA IBÉRICA""
""QUERIÉNDOSE""
""A GOSTAR""
""A SÍ MISMA""
""DLA PRÓPRIA"""
7639,ESPANHA,Baile espontâneo,Jota,https://vimeo.com/995398497,"Aqui está a análise detalhada do vídeo solicitado:

### 1. AUDIO TRANSCRIPTION

(A letra é cantada em dialeto rural, tipicamente associado a tradições da zona de Zamora/León - dialeto leonês/sanabrés):

""Baile, baile, que ya llega la hora,
que ya llega la hora de bailar.
Que ya llega la hora, ay, la hora,
de bailar la jota, la jota y la jota.

Diles, diles, a todos los mozos,
que se vengan a bailar la jota.
Que no se queden atrás,
que se vengan a bailar la jota.

¡Ay, madre, que me gusta el baile!
¡Ay, madre, que me gusta el baile!
¡Ay, madre, que me gusta el baile!
Y a la moza que está bailando,
que le gusta el baile.""

---

### 2. VISUAL DESCRIPTION

O vídeo apresenta um momento de convívio social e dança tradicional num ambiente noturno ao ar livre.

**Cenário e Ambiente:**
O evento decorre sob uma grande tenda branca, característica de festividades ou romarias populares. A iluminação é composta por fios de luzes amarelas (tipo ""guirlanda"") que atravessam o teto da tenda, criando um ambiente acolhedor e festivo. O chão parece estar molhado ou pavimentado com um material escuro que reflete levemente a luz. Há um grupo de pessoas em volta, algumas sentadas e outras de pé, observando a dança.

**Artista e Dançarinos:**
O foco principal é um grupo de adultos que executa uma ""jota"".
- Um homem com barba, vestindo uma camisola de mangas compridas cor de tijolo/rosa desbotado e calções pretos, lidera os movimentos. Ele mostra grande entusiasmo, mantendo os braços levantados e batendo palmas constantemente, com expressões faciais de alegria e concentração.
- Uma mulher, vestida com uma camisola preta, calças de ganga e uma mala de tiracolo com motivos florais coloridos, dança com ele. Os seus movimentos são coordenados, marcando o ritmo com os pés e gestos das mãos.
- Outros participantes, incluindo homens com camisolas verdes ou vermelhas e outras mulheres, juntam-se à roda, dançando em pares ou grupos pequenos, mantendo uma postura física de vivacidade, típica destas danças regionais.

**Instrumentos:**
Não se veem instrumentos musicais diretamente, embora o ritmo indique o uso de castanholas ou pandeiretas por parte dos participantes, que as tocam ao mesmo tempo que executam os passos da dança, mantendo as mãos elevadas.

**Vestuário:**
Os participantes vestem-se de forma casual. Observam-se camisolas de algodão de cores sólidas (verde vivo, vermelho, rosa), calças de ganga e calçado prático para dançar. Uma das mulheres carrega uma mochila cor-de-rosa às costas.

**Texto no Ecrã:**
No canto inferior direito, existe um gráfico fixo com texto:
- ""LA MÚSICA IBÉRICA""
- ""QUERIÉNDOSE A GOSTAR A SÍ MISMA""
- ""DE LA PRÓPRIA""
(Nota: O símbolo de um coração branco encontra-se entre as palavras ""IBÉRICA"" e ""QUERIÉNDOSE"")."
7639,ESPANHA,Baile espontâneo,Jota,https://vimeo.com/995398497,"### 1. AUDIO TRANSCRIPTION:

""Ay, que se perdonen... que se perdonen las mozas del día. Que se perdonen las mozas del día. Ay, que se perdonen... que se perdonen las mozas del día. Que se perdonen las mozas del día.

¡Que vivan! ¡Que vivan los bailadores! 

Ay, que se perdonen... que se perdonen las mozas del día. Que se perdonen las mozas del día. ¡Ay, baila, baila! 

¡Esa vuelta, esa vuelta para todos!

Ay, que se perdonen... que se perdonen las mozas del día. Que se perdonen las mozas del día. ¡Ay, ay, ay! ¡La música ibérica, queréndose!

¡Esa vuelta, esa vuelta para todos!

Ay, que se perdonen... que se perdonen las mozas del día. Que se perdonen las mozas del día.""

***

### 2. VISUAL DESCRIPTION:

O vídeo retrata uma cena de festa tradicional noturna sob uma tenda ao ar livre. O ambiente é iluminado por cordões de lâmpadas incandescentes que criam uma atmosfera acolhedora e festiva. O chão parece estar molhado, refletindo a luz e sugerindo que o evento ocorre num espaço aberto, possivelmente uma praça ou recinto de feira.

**Participantes e Movimentos:**
O grupo é composto por homens e mulheres de idades variadas, vestidos com roupas casuais e informais. Destacam-se os dançarinos que, movidos pelo ritmo da jota, executam passos tradicionais: mantêm os braços levantados, agitando os pulsos ou estalando os dedos, enquanto movem os pés de forma ágil e rítmica. Um homem, vestindo uma camisola rosa-clara e calções pretos, assume um papel de liderança na dança, movendo-se com grande entusiasmo, girando e incentivando os outros a acompanharem o ritmo. Os participantes interagem entre si com sorrisos, aplausos e toques amistosos, demonstrando um espírito de convívio social.

**Vestuário:**
Os presentes usam vestuário prático e quotidiano, como calças de ganga (jeans), camisolas de cores sólidas (verde, vermelho, rosa, preto), casacos leves e sapatos confortáveis para dançar. Uma das mulheres carrega uma mala a tiracolo de lona colorida com padrões florais, enquanto outra tem uma mochila cor-de-rosa às costas.

**Instrumentos:**
Embora a música seja o elemento central, não são visíveis instrumentos musicais de grande dimensão no enquadramento principal; a sonoridade provém de músicos que se encontram fora do plano ou focos laterais, sendo possível ouvir o som característico de pandeiretas e percussão tradicional.

**Texto no ecrã:**
No lado inferior direito do vídeo, encontra-se um bloco de texto que se mantém fixo durante a reprodução, com a seguinte inscrição, disposta em várias linhas:
LA MÚSICA
IBÉRICA 🤍
QUERIÉNDOSE
A GOSTAR
A SÍ MISMA
DELA PRÓPRIA"
7639,ESPANHA,Baile espontâneo,Jota,https://vimeo.com/995398497,"1. AUDIO TRANSCRIPTION:
Instrumental - no lyrics spoken or sung.

2. VISUAL DESCRIPTION:
O vídeo retrata uma celebração cultural ao ar livre, possivelmente uma romaria ou festival de música tradicional, à noite, sob uma tenda branca iluminada por cordões de luzes.

**Cenário e Ambiente:**
O ambiente é festivo e informal. O chão parece estar húmido, refletindo as luzes do local. Ao fundo, vê-se um palco ou área coberta, onde pessoas estão sentadas ou de pé, conversando. O ambiente é acolhedor, com uma atmosfera de convívio social.

**Pessoas e Movimentos:**
O foco principal é um grupo de pessoas que dança de forma espontânea. Os movimentos são típicos de danças tradicionais da região (possivelmente uma Jota).
- **Homem de camisa cor-de-rosa/salmão:** É a figura mais ativa. Tem barba, usa uns calções pretos e dança com os braços erguidos, batendo palmas e movendo-se com energia e vivacidade. A sua postura é aberta e entusiasta.
- **Mulher de casaco preto e calças de ganga:** Dança com ele, frequentemente segurando a mão ou seguindo o ritmo. Ela tem o cabelo apanhado, um sorriso constante e move-se com graça, participando ativamente nos passos marcados.
- **Outros participantes:** Vários outros indivíduos, homens e mulheres de vestuário casual, observam ou juntam-se à dança. Há um homem de t-shirt verde, outro de t-shirt vermelha e várias mulheres, umas com malas a tiracolo, outras com casacos, que formam um círculo ou interagem com os dançarinos principais.

**Instrumentos:**
Não são visíveis instrumentos musicais nas mãos dos participantes no quadro, embora a música seja claramente o motor do movimento. É provável que os músicos estejam fora do ângulo de visão ou atrás da câmara.

**Vestuário:**
O estilo predominante é casual e prático:
- Calças de ganga (jeans) em várias tonalidades.
- T-shirts de cores vivas (verde, vermelho) e camisolas de tons sóbrios.
- Malas de tiracolo coloridas, lenços e agasalhos (casacos leves), sugerindo uma noite de temperatura amena.

**Texto no Ecrã:**
No canto inferior direito, aparece o seguinte texto:
""LA MÚSICA IBÉRICA
QUERIÉNDOSE
A GOSTAR
A SÍ MISMA
DELA PRÓPRIA""
(O ""S"" no primeiro ""QUERIÉNDOSE"" é estilizado como um coração)."
7638,ESPANHA,Gabi Reboredo,Cantar do Arrieiro,https://vimeo.com/995399369,"Aqui está a análise detalhada do vídeo solicitado:

### 1. AUDIO TRANSCRIPTION:
O cantar do arrieiro,
é un cantar moi baixiño.
Cantar no riba da abia,
resoano carvalliño.

Arrieiro no camiño,
arrieiro no lugare,
se cho arrieiro morre,
que camiño asdir lo vare.

Xa me mercaban as mulas e eu non as quixen vender,
porque as miñas muliñas son as tuas tamén.
Son as tuas tamén, ai la la la la la la,
ai la la la la la la la, ai la la la la la la.

### 2. VISUAL DESCRIPTION:
O vídeo apresenta um jovem artista, Gabi Reboredo, posicionado centralmente num cenário natural exterior.

*   **Cenário e Ambiente:** O artista encontra-se num bosque ou área florestal com vegetação densa e seca, composta principalmente por arbustos sem folhas, galhos entrelaçados e vegetação rasteira. O ambiente tem uma tonalidade neutra e fria, sugerindo uma estação de outono ou inverno.
*   **O Artista:** O jovem tem cabelo comprido e ondulado, e usa um colar simples com um pendente. A sua postura é ereta e calma, mantendo um contacto visual direto com a câmara durante a maior parte do tempo. A sua expressão facial é focada e interpretativa, acompanhando o ritmo da música com movimentos subtis da cabeça e, em certos momentos, com gestos suaves das mãos ao lado do corpo para enfatizar a melodia.
*   **Instrumentos:** Não existem instrumentos visíveis ou sendo tocados no vídeo; o artista atua exclusivamente através do canto a solo (a cappella).
*   **Vestuário:** O artista veste um casaco de cabedal castanho de estilo clássico, aberto, sobre uma camisola de malha de gola alta num tom bordeaux (vinho). Veste calças em tons de bege ou castanho claro.
*   **Texto no Ecrã:** No canto superior esquerdo do vídeo, existe um logótipo com a inscrição ""A MÚSICA IBÉRICA"" acompanhada por um pequeno símbolo de coração, seguido pelo texto ""OBTENDOSE A GOSTAR A SI MESMA DELA PRÓPRIA"" alinhado em três linhas."
914,ESPANHA,Adélia Garcia,"""O pastor de Manuel Aires""",https://vimeo.com/198360894,"### 1. AUDIO TRANSCRIPTION:

O pastor de Manuel Aires
é enfeitor de castañolas
o pastor de Manuel Aires
é enfeitor de castañolas

a saber dun pau d'enguelga
rompeu sete pares de cholas
a saber dun pau d'enguelga
rompeu sete pares de cholas

Servín tráime les cabriques
servín tráime les eca
servín tráime les cabriques
servín tráime les eca

durmiras que o cabrero
e o cabrero non está lha
durmiras que o cabrero
e o cabrero non está lha

O pastor de Manuel Aires
é enfeitor de castañolas
o pastor de Manuel Aires
é enfeitor de castañolas

Tu que sortes de San Martiño
e eu que sou d'Angueira
tu que sortes de San Martiño
e eu que sou d'Angueira

quero que me faxes de lareira
carbuneira
quero que me faxes de lareira
carbuneira

Anda cá, Maria
ao son do lu burdón
anda cá, Maria
ao son do lu burdón

e eu alhá nun bou
que pasastes do carbón
e eu alhá nun bou
que pasastes do carbón

Servín tráime les cabriques
servín tráime les eca
servín tráime les cabriques
servín tráime les eca

durmiras que o cabrero
o cabrero non está lha
durmiras que o cabrero
o cabrero non está lha

---

### 2. VISUAL DESCRIPTION:

O vídeo apresenta um plano fixo e fechado numa mulher idosa, Adélia Garcia, que canta de forma tradicional. A iluminação é natural, proveniente de uma fonte lateral, que cria um forte contraste entre luz e sombra, realçando as rugas e a expressão profunda da artista.

**Cenário e Ambiente:**
O cenário é rústico e simples, sugerindo um interior de uma habitação antiga ou de uma zona rural. A parede de fundo é composta por pedras irregulares e toscas, típicas de construções tradicionais. Nota-se a presença de uma corda ou fio estendido na parte superior, em segundo plano, que atravessa parte da imagem.

**A Artista:**
A mulher é uma pessoa de idade avançada, com uma expressão serena e concentrada. Durante a interpretação, ela mantém uma postura estática, focada na câmara, embora mova as mãos ocasionalmente para enfatizar a cadência da música. Os seus olhos acompanham a melodia de forma emotiva. Ela veste um casaco ou camisola de malha num tom roxo escuro ou púrpura e, sobre a cabeça, usa um lenço (lenço de ramalhete ou similar) com padrões florais em tons de castanho e ocre, que lhe envolve a cabeça e cai pelos ombros. Não são visíveis quaisquer instrumentos musicais no enquadramento; a artista foca-se exclusivamente no canto a capella.

**Texto no ecrã:**
No canto superior esquerdo do vídeo, encontra-se um logótipo com um coração estilizado e o texto em letras maiúsculas:
""A MÚSICA ♥ PORTUGUESA
A GOSTAR
DELA PRÓPRIA"""
